Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,COURTYARD REPUB STATION 2,2 Marriott Plaza,,Farmingdale,NY,11735,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.729073,-73.423261,06/25/2025,223701,2025-06-25 01:57:12,,,,07/19/2022,J1772
ELEC,MIDDLETOWN NY JAMES STREET #2,12-14 King St,Parking Lot,Middletown,NY,10940,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.445754,-74.420784,06/25/2025,197103,2025-06-25 01:37:28,,,,10/05/2021,J1772
ELEC,Ide Volkswagen of East Rochester,333 N Washington St,,Rochester,NY,14625,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,1,1,,Non-Networked,,GPS,43.120435,-77.486368,08/10/2023,211923,2024-01-31 22:07:01,P,,,03/17/2022,J1772 J1772COMBO
ELEC,CLEARFIELD CC CLEARFIELD 1,750-770 Hopkins Rd,,Buffalo,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.999570,-78.741892,06/25/2025,215068,2025-06-25 01:56:30,,,,04/28/2022,J1772
ELEC,Tony Mangino Mitsubishi,1658 Route 9,,Clifton Park,NY,12065,,518-373-4100,E,,Public,Business hours; priority for Mitsubishi vehicles,,,2,,,Non-Networked,,200-9,42.858085,-73.762909,03/08/2023,98431,2024-01-31 22:07:01,P,,,01/01/2012,J1772
ELEC,Fairfield Inn - Binghamton,864 Upper Front Street,,Binghamton,NY,13905,,1-888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.130516,-75.905101,06/26/2025,357887,2025-06-26 02:57:32,,,,10/11/2024,J1772
ELEC,PEPSICO INC STATION 3,100 E Stevens Ave,,Valhalla,NY,10595,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.095104,-73.774660,06/25/2025,175241,2025-06-25 01:26:56,,,,01/27/2021,J1772
ELEC,CONNEXTCARE PHC STATION 1-2,61 Delano St,West end of main building,Pulaski,NY,13142,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.569443,-76.120385,06/25/2025,252005,2025-06-25 02:09:39,,,,01/25/2023,J1772
ELEC,RECHLER MEDFORD #2,10 Donald's Way,,Medford,NY,11763,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.816673,-72.964399,06/25/2025,376637,2025-06-25 02:42:33,,,,01/29/2025,J1772
ELEC,New Baltimore NB Travel Plaza,Milepost 127 South NY State Thruway,,New Baltimore,NY,12124,,888-557-7099,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,,4,,APPLEGREEN,https://www.applegreenelectric.com,GPS,42.428571,-73.805581,10/11/2024,356179,2025-02-12 00:16:32,P,,,09/23/2024,CHADEMO J1772COMBO TESLA
ELEC,INDUSTRY CITY LOT B EAST,533 2nd Ave,Parking Lot C,Brooklyn,NY,11232,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.659338,-74.006454,06/26/2025,217354,2025-06-26 01:14:45,,,,05/12/2022,J1772
ELEC,SHPL STATION 2,145 Pidgeon Hill Road,,Huntington Station,NY,11746,,888-758-4389,E,,Public,Mon 8:00am - 9:00pm; Tue 8:00am - 9:00pm; Wed 8:00am - 9:00pm; Thu 8:00am - 9:00pm; Fri 8:00am - 9:00pm; Sat 9:00am - 5:00pm; Sun 1:00pm - 5:00pm,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.823044,-73.391368,06/25/2025,396127,2025-06-25 02:48:40,,,,05/22/2025,J1772
ELEC,TATABROOKFIELD #7,11 E Loop Rd,Hncp parking stall and near yellow cabinet,New York,NY,10044,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.755314,-73.955605,06/26/2025,174182,2025-06-26 01:18:37,,,,01/27/2021,J1772
ELEC,iPark NYC 345 East Garage - Tesla Destination,345 East 80th St,,New York,NY,10075,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.773225,-73.952643,07/01/2024,115105,2025-02-12 00:16:32,P,,,11/13/2015,J1772 TESLA
ELEC,Cabela's Crossing - Tesla Supercharger,2013 Walden Avenue,,Cheektowaga,NY,14225,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.907291,-78.762217,07/01/2024,153790,2025-05-06 21:07:47,P,,,02/14/2020,TESLA
ELEC,Clinton County Government Center,34 Court St,,Plattsburgh,NY,12901,,518-563-7642,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,44.698674,-73.453918,03/14/2024,227690,2025-02-12 00:16:32,P,,,09/13/2022,J1772
ELEC,SIENA COLLEGE MORRELL EVSE1,Friars Dr,side parking lot of morel science center (faculty members and students only),Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.719936,-73.750810,06/25/2025,193846,2025-06-25 01:44:29,,,,08/13/2021,J1772
ELEC,Champion Parking 113 LLC - Tesla Destination,400 W 113th St,,New York,NY,10025,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.804430,-73.961373,07/01/2024,115122,2025-02-12 00:16:32,P,,,02/22/2018,J1772 TESLA
ELEC,NORTH PERRY JN WHITE LEFT,129 N Center St,North Building Wall Right Charging Station,Perry,NY,14530,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.727376,-78.006101,06/25/2025,357352,2025-06-25 02:36:38,,,,10/02/2024,J1772
ELEC,NEW HARTFORD GW-1 1.3,8635 Clinton St,,New Hartford,NY,13413,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.092842,-75.316400,06/26/2025,174764,2025-06-26 01:20:23,,,,01/27/2021,J1772
ELEC,Shuttleworth Park,65 Crescent Ave,,Amsterdam,NY,12010,,1-833-611-5965,E,,Public,24 hours daily,,,10,,,VIALYNK,https://www.lynkwell.com,GPS,42.960310,-74.172250,06/26/2025,324855,2025-06-26 02:49:01,,,,02/28/2023,J1772
ELEC,Cambria Hotel Lake Placid,2127 Saranac Ave,,Lake Placid,NY,12946,,518-523-8964,E,,Public - Credit card at all times,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,8,,,AMPED_UP,https://www.ampedup.net,200-8,44.295030,-73.996740,10/11/2024,322492,2025-02-12 00:16:32,P,,,10/18/2023,J1772
ELEC,Park Kwik - 211 Atlantic - Tesla Destination,211 Atlantic Ave,,Brooklyn,NY,11201,,877-798-3752,E,,Public,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.691073,-73.990197,07/01/2024,169009,2025-02-12 00:16:32,P,,,10/11/2019,J1772 TESLA
ELEC,CITYLIGHTS QUEENS LANDING,4-74 48th Ave,First floor parking garage,Long Island City,NY,11109,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.745011,-73.957424,06/26/2025,144109,2025-06-26 01:19:21,,,,08/28/2019,J1772
ELEC,SPRINGVALLEYAPT 1.2,92 High Rock Ave,On road side in front of apartments,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.085308,-73.780610,06/25/2025,182245,2025-06-25 01:31:17,,,,01/27/2021,J1772
ELEC,HIGHWAY HIGHWAY,323 Charlton Rd,Town Hall Parking Lot rear adjacent to Highway Garage,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.951048,-73.905186,06/25/2025,235213,2025-06-25 01:40:41,,,,10/27/2022,J1772
ELEC,Rockefeller Univ - Garage Ground Floor,500 E 63rd St,,New York,NY,10065,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,25,,,EVOKE,https://evokesystems.com,GPS,40.760823,-73.957536,10/11/2024,357046,2025-02-12 00:16:32,P,,,07/07/2022,J1772
ELEC,Honda of Staten Island,1232 Hylan Boulevard,,Staten Island,NY,10305,,888-998-2546,E,,Public,24 hours daily,,,1,1,,Blink Network,https://blinkcharging.com,GPS,40.597511,-74.083684,06/26/2025,341872,2025-06-26 00:33:40,,,,05/08/2024,J1772 J1772COMBO
ELEC,Skidmore College - Jonsson Hall,815 N Broadway,,Saratoga Springs,NY,12866,,1-888-717-4544,E,,Public,24 hours daily,,,6,,,CHARGESMART_EV,https://chargesmartev.com,GPS,43.098490,-73.787338,06/26/2025,347364,2025-06-26 02:57:10,,,,06/04/2024,J1772
ELEC,HVCC - Campus Center,80 Vandenburgh Ave,,Troy,NY,12180,,1-833-611-5965,E,,Public,24 hours daily,,,2,,,VIALYNK,https://www.lynkwell.com,GPS,42.697390,-73.683710,06/26/2025,223096,2025-06-26 02:48:11,,,,12/02/2021,J1772
ELEC,Meadowbrook Estates - 102 Meadowbrook .,102 Meadowbrook Circle,,Fulton,NY,13069,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,43.327660,-76.436500,06/26/2025,372938,2025-06-26 02:50:27,,,,12/13/2024,J1772
ELEC,KINGSTON VW STATION 1,1249 Ulster Ave,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.967208,-73.990374,06/26/2025,183754,2025-06-26 00:50:11,,,,02/04/2021,J1772
ELEC,Village of Sodus Point,8482 Greig St.,,Sodus Point,NY,14555,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,https://www.evconnect.com,GPS,43.270176,-76.981070,06/26/2025,198011,2025-06-26 01:48:26,,,,10/19/2021,J1772
ELEC,Norrie Point Environmental Center,256 Norrie Point Way,,Staatsburg,NY,12580,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,https://www.evconnect.com,GPS,41.832626,-73.941484,06/26/2025,262615,2025-06-26 01:51:09,,,,06/13/2023,J1772
ELEC,45 RESEARCH WAY 45 RESEARCH #1,45 Research Way,,Setauket- East Setauket,NY,11733,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.904465,-73.087780,06/26/2025,147496,2025-06-26 01:21:44,,,,11/05/2019,J1772
ELEC,NY STATE PARKS BAYARD SP 3,440 Montauk Hwy,Parking Lot,Great River,NY,11739,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.739462,-73.162945,06/25/2025,354815,2025-06-25 02:31:57,,,,09/05/2024,J1772
ELEC,Indian Ridge Apartment,1051 Reynolds Rd,,Johnson City,NY,13790,,888-505-5938,E,,Public,24 hours daily,A CREDIT D Debit M V,,12,,,Non-Networked,,200-8,42.140660,-75.971020,06/13/2024,346837,2025-02-12 00:16:32,P,,,03/18/2024,J1772
ELEC,Hampton Inn - Cortland,26 River Street,,Cortland,NY,13045,,1-888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.607857,-76.164254,06/26/2025,389868,2025-06-26 02:57:42,,,,04/12/2025,J1772
ELEC,Sunny Side Up Bed and Breakfast - Tesla Destination,26350 Main Rd,,Cutchogue,NY,11935,,877-798-3752,E,,Public,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.007076,-72.489491,07/01/2024,359084,2025-02-12 00:16:32,P,,,07/01/2024,TESLA
ELEC,Palace Court Apartments East,436-438 S Main St,,Syracuse,NY,13212,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,43.129000,-76.136070,06/26/2025,372727,2025-06-26 02:50:26,,,,12/10/2024,J1772
ELEC,HOSELTONCHEVY01 STATION 1,909 Fairport Rd,Near service bay doors,East Rochester,NY,14445,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.101796,-77.480894,06/25/2025,203290,2025-06-25 01:50:24,,,,12/30/2021,J1772
ELEC,The Westport,500 W 56th St,,New York,NY,10019,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.768211,-73.989479,06/26/2025,257757,2025-06-26 00:24:34,,,,08/03/2022,J1772
ELEC,Ardsley Service Area,"New York Thruway, Mile Post 6N",,Hastings on Hudson,NY,10706,,888-557-7099,E,,Public,24 hours daily,ANDROID_PAY APPLE_PAY CREDIT M V,,,4,,APPLEGREEN,https://www.applegreenelectric.com,200-8,40.984990,-73.852960,08/15/2024,350558,2025-02-12 00:16:32,P,,,07/15/2024,CHADEMO J1772COMBO TESLA
ELEC,The Hamlet,56 Marion Ave,,Saratoga Springs,NY,12866,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,43.090650,-73.772100,06/26/2025,189519,2025-06-26 02:48:39,,,,07/30/2020,J1772
ELEC,Rochester Institute of Technology - Lot M,1 Lomb Memorial Dr,,Rochester,NY,14623,,585-475-5000,E,,Public,24 hours daily; access restricted to students and staff 5am-5pm; parking pass required,,,2,,,Non-Networked,,200-9,43.087790,-77.674413,03/08/2023,75944,2024-01-31 22:07:01,P,,,01/01/2016,J1772
ELEC,PANYNJ JFK Y GARAGE 3,JFK Access Road JFK International Airport,,Queens,NY,11430,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.645758,-73.779314,06/26/2025,174643,2025-06-26 01:19:56,,,,01/27/2021,J1772
ELEC,Seneca One Tower Garage,178 Washington St.,,Buffalo,NY,14203,,855-223-5351,E,,Public,24 hours daily,A D M V,,2,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,42.879654,-78.875426,06/26/2025,349077,2025-06-26 02:00:06,,,,06/23/2024,J1772
ELEC,MB OF BUFFALO DC MERC BUFF 2,8185 Main St,"Due to construction, station will be unavailable.",Williamsville,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.964533,-78.689716,06/25/2025,202804,2025-06-25 01:51:13,,,,12/18/2021,CHADEMO J1772COMBO
ELEC,Best Western Rochester Marketplace Inn - Tesla Destination,940 Jefferson Rd,,Rochester,NY,14623,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.087669,-77.613277,07/01/2024,115227,2025-02-12 00:16:32,P,,,01/17/2018,J1772 TESLA
ELEC,28-06 120th St,28-06 120th St,,New York,NY,11354,,888-385-6671,E,,Public - Credit card at all times,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,,2,,,LOOP,https://loopglobal.com,GPS,40.772800,-73.848010,,399676,2025-06-18 15:58:18,P,,,08/10/2023,J1772
ELEC,GMG DCFC AF 10050#4,1401 Saratoga Rd,Rear of building,Fort Edward,NY,12828,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.252190,-73.669646,06/25/2025,318020,2025-06-25 02:21:37,,,,11/10/2023,CHADEMO J1772COMBO
ELEC,Simmons Rockwell Ford of Bath,7329 Old Hammondsport Rd,,Bath,NY,14810,,607-776-8100,E,,Public - Credit card at all times,24 hours daily; customers only,A CREDIT D M V,,1,,,Non-Networked,,200-8,42.359800,-77.297080,,398035,2025-06-23 19:47:26,P,,,08/25/2022,J1772
ELEC,MILLENNIUM  HYUNDAI 1,265 N Franklin St,,Hempstead,NY,11550,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.715251,-73.630328,06/25/2025,387754,2025-06-25 02:41:00,,,,03/14/2025,CHADEMO J1772COMBO
ELEC,Blue Mountain Reservations,435 Welcher Avenue,,Peekskill,NY,10566,,888-356-8911,E,,Public,24 hours daily,,,6,,,FLO,https://www.flo.com,GPS,41.270350,-73.925715,06/26/2025,395946,2025-06-26 02:16:33,,,,05/20/2025,J1772
ELEC,245 E 90th - Garage,1625 3rd Ave,,New York,NY,10128,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,11,,,EVOKE,https://evokesystems.com,GPS,40.782305,-73.951186,10/11/2024,356939,2025-02-12 00:16:32,P,,,03/18/2024,J1772
ELEC,SKYVIEW APARTME SKYVIEW ST1,5800 Arlington Ave,,Riverdale,NY,10471,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.908720,-73.905883,06/25/2025,171476,2025-06-25 01:38:19,,,,01/27/2021,J1772
ELEC,TNC EVSE AMSTERDAM PARK,25 Hoags Cross Rd,,Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.197216,-73.818250,06/25/2025,253698,2025-06-25 01:55:30,,,,02/08/2023,J1772
ELEC,MPG 266 E 97 St - Tesla Destination,266 E 97th St,,New York,NY,10021,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.785296,-73.947487,07/01/2024,115073,2025-02-12 00:16:32,P,,,08/17/2017,J1772 TESLA
ELEC,Manhattan Beer Distributors,955 9E 149th St,,Bronx,NY,10455,,949-945-2000,E,,Public,24 hours daily,,,6,,,EVGATEWAY,https://evgateway.com,GPS,40.807751,-73.901264,06/26/2025,334018,2025-06-26 03:05:42,,,,12/07/2021,J1772
ELEC,TOWNE TV EV 2,3125-3133 Carman Rd,Front Parking Lot EV 2,Schenectady,NY,12303,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.762820,-73.939980,06/25/2025,192934,2025-06-25 01:44:00,,,,07/17/2021,J1772
ELEC,275 NY-304 - Tesla Destination,275 NY-304,,Bardonia,NY,10954,,877-798-3752,E,,Public,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.107782,-73.996753,07/01/2024,359548,2025-05-06 21:10:23,P,,,,J1772 TESLA
ELEC,"Bennett Contracting II, LLC 693 S Pearl St.",693 South Pearl Street,,Albany,NY,12202,,888-998-2546,E,,Public,24 hours daily,,,5,,,Blink Network,https://blinkcharging.com,GPS,42.629551,-73.767503,06/26/2025,374366,2025-06-26 00:17:44,,,,11/15/2024,J1772
ELEC,FARM COMPLEX STATION 2,5720 Rt 9g,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.212137,-73.829433,06/25/2025,308807,2025-06-25 02:19:31,,,,09/09/2023,J1772
ELEC,COLE GROUP PARK ROW 1,610 Warren St,,Albany,NY,12208,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.656567,-73.783890,06/25/2025,233251,2025-06-25 02:04:34,,,,10/11/2022,J1772
ELEC,JATC LU41 JATC LU41,3546 California Rd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.787197,-78.787821,06/26/2025,162176,2025-06-26 01:11:05,,,,06/12/2020,J1772
ELEC,WILLIAMSVILLE VILLAGE HALL 1,5565 Main St,In the back parking lot,Williamsville,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.961981,-78.745451,06/26/2025,162301,2025-06-26 01:06:47,,,,06/12/2020,J1772
ELEC,LIVONIA CSD MHS 1,2 Bulldog Blvd,,Livonia,NY,14487,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.811611,-77.666312,06/25/2025,240888,2025-06-25 02:09:00,,,,01/04/2023,J1772
ELEC,NYC FLEET DPR_ICAHN_3_L3,10 Central Rd,,New York,NY,10035,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.792300,-73.924680,06/25/2025,181932,2025-06-25 01:31:00,,,,01/27/2021,CHADEMO J1772COMBO
ELEC,Pratt MWP College - Parking Lot,310 Genesee St,,Utica,NY,13502,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,8,,,EVOKE,https://evokesystems.com,GPS,43.097705,-75.240104,10/11/2024,356992,2025-02-12 00:16:32,P,,,08/29/2022,J1772
ELEC,Hawthorne Valley - Tesla Destination,330 Country Rte 21C,,Ghent,NY,12075,,877-798-3752,E,,Public,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.252397,-73.641950,07/01/2024,114946,2025-06-13 18:55:40,P,,,07/18/2018,J1772 TESLA
ELEC,GENESEO E PARK CENTER,4319 Genesee Valley Plaza Rd,,Geneseo,NY,14454,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.798122,-77.783377,06/25/2025,224226,2025-06-25 01:59:06,,,,07/22/2022,J1772
ELEC,57ALEXANDER SPACE 253,57 Alexander Street,,Yonkers,NY,10701,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.938970,-73.901780,06/25/2025,333669,2025-06-25 02:21:39,,,,04/27/2024,J1772
ELEC,INHS VILLAGE GROVE 6,15 crescent way,Parking Lot,Trumansburg,NY,14886,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.535956,-76.661290,06/25/2025,384284,2025-06-25 02:41:32,,,,02/14/2025,J1772
ELEC,ABM Parking 750 Lexington Ave LLC - Tesla Destination,118 E 60th St,,New York,NY,10022,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.763060,-73.968409,07/01/2024,115004,2025-02-12 00:16:32,P,,,02/10/2017,TESLA
ELEC,REGENERON 47G-03,Tempel Ln,Parking Lot,East Greenbush,NY,12061,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.637281,-73.711822,06/25/2025,347996,2025-06-25 02:31:56,,,,06/15/2024,J1772
ELEC,Holiday Inn Express Rochester - University Area,717 East Henrietta Road,,Rochester,NY,14623,,1-888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,43.107318,-77.616563,06/26/2025,384849,2025-06-26 02:57:36,,,,02/22/2025,J1772
ELEC,LEXUSMIDDLETOWN STATION 3,3496 US-6,,Middletown,NY,10940,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.419299,-74.428106,06/25/2025,261351,2025-06-25 02:14:26,,,,05/25/2023,J1772
ELEC,Staples Plaza,3379 Crompond Rd,,Yorktown Heights,NY,10598,,877-455-3833,E,,Public,24 hours daily,,,,1,,eVgo Network,https://www.evgo.com,GPS,41.289986,-73.830730,06/25/2025,228598,2025-06-25 23:58:55,,,,03/07/2018,CHADEMO J1772COMBO
ELEC,TATABROOKFIELD #4,11 E Loop Rd,"Fourth charger in parking garage, from ""Parking Customer Exit"" gate.",New York,NY,10044,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.755108,-73.955605,06/26/2025,174185,2025-06-26 01:17:29,,,,01/27/2021,J1772
ELEC,VOB VILLAGE HALL 2,8 Alden Pl,,Bronxville,NY,10708,,888-758-4389,E,,Public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.934914,-73.831952,06/25/2025,323537,2025-06-25 02:24:11,,,,12/28/2023,J1772
ELEC,DEWITT EV 1 CARRIERPARK#2,1033 Kinne St,,East Syracuse,NY,13057,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.080509,-76.078647,06/25/2025,223468,2025-06-25 01:59:11,,,,07/14/2022,J1772
ELEC,ALBANY COUNTY STATION 1,570 Hockey Ln,,Loudonville,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.747568,-73.814523,06/25/2025,217327,2025-06-25 01:57:41,,,,05/11/2022,J1772
ELEC,Elm Chevrolet,301 E Church St,,Elmira,NY,14901,,607-734-4141,E,,Public - Call ahead,Dealership business hours,,,,1,,Non-Networked,,GPS,42.091802,-76.804195,03/14/2024,117740,2025-02-12 00:16:32,P,,,01/01/2019,J1772COMBO
ELEC,MOHAWK HARBOR01 STATION #2,220 Harborside  Blvd,Parking deck,Schenectady,NY,12308,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.825307,-73.931165,06/25/2025,170027,2025-06-25 01:36:10,,,,12/10/2020,J1772
ELEC,Village of Marcellus,6 Slocombe Ave,,Marcellus,NY,13108,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,https://www.evconnect.com,GPS,42.982700,-76.341480,06/26/2025,94849,2025-06-26 01:47:49,,,,04/12/2017,J1772
ELEC,Squire Colony Apartments,3544 Smith Dr.,,Endicott,NY,13760,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.118140,-76.022530,06/26/2025,324860,2025-06-26 02:48:58,,,,10/24/2023,J1772
ELEC,Brooklyn Museum - Tesla Supercharger,878 Washington Avenue,,Brooklyn,NY,11225,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,10,,Tesla,https://www.tesla.com/supercharger,200-8,40.669936,-73.963069,07/01/2024,122247,2025-05-06 21:07:47,P,,,03/01/2019,TESLA
ELEC,Brighton Village Building 258,258 Crittenden Way,,Rochester,NY,14623,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,43.102880,-77.631590,06/26/2025,324785,2025-06-26 02:49:34,,,,12/15/2023,J1772
ELEC,Walton Bowling Center,10 Water St,,Walton,NY,13856,,1-888-717-4544,E,,Public,24 hours daily,,,4,,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.167545,-75.130764,06/26/2025,333845,2025-06-26 02:57:11,,,,06/20/2023,J1772
ELEC,SU MINNOWBROOK,343 Maple Lodge Road,Station inaccessible at times due to gate.,Indian Lake,NY,12812,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.872670,-74.451792,06/25/2025,347571,2025-06-25 02:31:33,,,,06/07/2024,J1772
